shipment_id,order_date,vehicle_type,region,weather_condition,distance_km,delivery_time_hr,delivery_cost,customer_rating,distance_km_minmax,delivery_time_hr_minmax,delivery_cost_minmax,distance_km_zscore,delivery_time_hr_zscore,delivery_cost_zscore,cost_per_km,order_day_of_week,is_delayed
SHIP1016,2026-01-05 16:00:00,Van,South,Clear,1.03,2.15,601.43,2.0,0.1138169845594914,0.2723143759873618,0.7255620047908604,-2.0685600057998355,-1.1822492109989486,1.0851081376558145,583.91,Monday,0
SHIP1017,2026-01-05 23:00:00,Truck,South,Clear,20.34,4.28,471.57,5.0,0.5522820163487737,0.6088072669826224,0.5080301355176977,0.2896772692548684,0.5948822373118361,0.042093426449885896,23.18,Monday,1
SHIP1018,2026-01-06 06:00:00,Truck,East,Clear,9.48,5.46,765.26125,5.0,0.3056880108991825,0.7952211690363348,1.0,-1.03660221324612,1.5793963729957448,2.4009744853014054,80.72,Tuesday,1
SHIP1019,2026-01-06 13:00:00,Van,Central,Rain,18.73,3.19,544.68,3.0,0.5157243415077202,0.4366113744075829,0.6304986012697453,0.09305572534818418,-0.3145418371758426,0.629301231287907,29.08,Tuesday,0
SHIP1020,2026-01-06 20:00:00,Bike,Central,Rain,18.51,3.57,393.38,3.0,0.5107288828337875,0.4966429699842022,0.3770520294152135,0.06618818518702249,0.002505087874907589,-0.5859161243678531,21.25,Tuesday,0
SHIP1021,2026-01-07 03:00:00,Van,North,Clear,18.96,2.67,402.3,1.0,0.5209468664850135,0.3544628751974724,0.39199415381007424,0.12114451733485343,-0.7483955240873956,-0.5142721137105537,21.22,Wednesday,0
SHIP1022,2026-01-07 10:00:00,Van,North,Clear,18.205,3.14,485.75,5.0,0.5038033605812896,0.42871248025276465,0.5317834229525771,0.028940004509047747,-0.3562585378404149,0.15598491424366442,26.68,Wednesday,0
SHIP1023,2026-01-07 17:00:00,Truck,South,Rain,14.58,2.52,517.95,3.0,0.42149182561307896,0.33076619273301744,0.5857224818667606,-0.41376378223736854,-0.8735456260811129,0.4146101545088035,35.52,Wednesday,0
SHIP1024,2026-01-08 00:00:00,Truck,North,Clear,12.23,0.94,468.02,2.0,0.36813124432334243,0.08116113744075838,0.5020834380287116,-0.7007579612315971,-2.1917933670816008,0.013580395302642248,38.27,Thursday,0
SHIP1025,2026-01-08 07:00:00,Bike,East,Clear,21.87,3.46,526.29,4.0,0.5870231607629427,0.47926540284360186,0.5996930331507444,0.47652879855749397,-0.0892716535871516,0.48159569810542574,24.06,Thursday,0
SHIP1026,2026-01-08 14:00:00,Van,Central,Fog,24.44,3.65,765.26125,2.0,0.645379200726612,0.5092812006319115,1.0,0.7903905177128845,0.0692518089382235,2.4009744853014054,31.31,Thursday,1
SHIP1027,2026-01-08 21:00:00,Truck,South,Rain,8.25,4.78,444.88,3.0,0.277758855585831,0.6877962085308057,0.463321021156842,-1.1868161877835248,1.0120492439575601,-0.1722763767388269,53.92,Thursday,1
SHIP1028,2026-01-09 04:00:00,Truck,North,Rain,17.59,4.45,551.89,3.0,0.4898387829246139,0.6356635071090047,0.6425762601135736,-0.046166982759654446,0.7367190195713822,0.687210795955971,31.38,Friday,1
SHIP1029,2026-01-09 11:00:00,Van,East,Fog,19.57,4.47,662.73,1.0,0.5347979109900091,0.638823064770932,0.8282472318541969,0.19564087869080207,0.7534056998372108,1.577459914930753,33.86,Friday,1
SHIP1030,2026-01-09 18:00:00,Bike,East,Clear,19.47,2.33,705.17,2.0,0.5325272479564032,0.3007503949447078,0.8993395815535117,0.18342836043572833,-1.0320690886064878,1.9183311943361094,36.22,Friday,0
SHIP1031,2026-01-10 01:00:00,Van,North,Fog,19.33,4.05,501.96,2.0,0.529348319709355,0.572472353870458,0.5589372162755246,0.16633083487862527,0.40298541425480267,0.2861810367498102,25.97,Saturday,1
SHIP1032,2026-01-10 08:00:00,Van,Central,Clear,14.78,5.4,550.8,2.0,0.42603315168029054,0.7857424960505529,0.6407503727155468,-0.3893387457272215,1.529336332198258,0.678456090617803,37.27,Saturday,1
SHIP1033,2026-01-10 15:00:00,Mini-Truck,North,Clear,20.23,3.57,687.79,4.0,0.5497842870118074,0.4966429699842022,0.8702258907482787,0.2762434991742876,0.002505087874907589,1.7787378193110128,34.0,Saturday,0
SHIP1034,2026-01-10 22:00:00,Mini-Truck,South,Clear,22.94,5.69,369.5,3.0,0.611319255222525,0.8315560821484992,0.33705001926394956,0.6072027438867811,1.771293196052778,-0.7777164578315646,16.11,Saturday,1
SHIP1035,2026-01-11 05:00:00,Bike,North,Clear,19.13,5.92,525.56,2.0,0.5248069936421434,0.8678909952606634,0.5984701911318826,0.14190579836847825,1.9631900191098108,0.47573245508078116,27.47,Sunday,1
SHIP1036,2026-01-11 12:00:00,Van,East,Rain,22.05,3.57,542.2,2.0,0.5911103542234332,0.4966429699842022,0.6263442886577215,0.49851133141662635,0.002505087874907589,0.6093822686836362,24.59,Sunday,0
SHIP1037,2026-01-11 19:00:00,Van,North,Clear,25.92,2.66,623.74,1.0,0.6789850136239781,0.3528830963665087,0.7629340670385445,0.9711357878879732,-0.75673886422031,1.2642984826966612,24.06,Sunday,0
SHIP1038,2026-01-12 02:00:00,Bike,Central,Clear,3.19,2.59,313.54,1.0,0.16286330608537694,0.341824644549763,0.24330996532489074,-1.804769611490247,-0.8151422451507115,-1.2271782107892404,98.29,Monday,0
SHIP1039,2026-01-12 09:00:00,Truck,West,Clear,25.55,3.57,765.26125,3.0,0.6705835603996366,0.4966429699842022,1.0,0.9259494703442009,0.002505087874907589,2.4009744853014054,29.95,Monday,0
SHIP1040,2026-01-12 16:00:00,Van,North,Clear,20.74,2.88,452.57,3.0,0.561364668483197,0.3876382306477093,0.4762027405062231,0.33852734227516246,-0.5731853812961916,-0.11051152898606553,21.82,Monday,0
SHIP1041,2026-01-12 23:00:00,Truck,Central,Rain,9.11,4.95,495.33,5.0,0.297286557674841,0.7146524486571879,0.5478311305425734,-1.0817885307898922,1.1538860262171062,0.23292993914242296,54.37,Monday,1
SHIP1042,2026-01-13 06:00:00,Van,Central,Clear,24.42,0.86,584.74,1.0,0.6449250681198909,0.06852290679304908,0.6976041509623598,0.7879480140618698,-2.2585400881449167,0.9510567320649714,23.95,Tuesday,0
SHIP1043,2026-01-13 13:00:00,Mini-Truck,East,Rain,14.81,2.26,512.11,5.0,0.4267143505903723,0.2896919431279621,0.575939745715865,-0.3856749902506993,-1.0904724695368895,0.3677042103116477,34.58,Tuesday,0
SHIP1044,2026-01-13 20:00:00,Van,Central,Clear,15.9,3.35,431.83,4.0,0.4514645776566757,0.4618878357030016,0.4414606261621186,-0.2525585412703975,-0.1810483950492108,-0.27709188560404624,27.16,Tuesday,0
SHIP1045,2026-01-14 03:00:00,Bike,Central,Clear,13.94,2.45,467.04,5.0,0.40695958219800177,0.3197077409162718,0.5004418144965408,-0.49192389906983935,-0.9319490070115141,0.0057091923380513795,33.5,Wednesday,0
SHIP1046,2026-01-14 10:00:00,Van,Central,Fog,20.42,2.87,486.13,2.0,0.5540985467756585,0.3860584518167457,0.5324199708528066,0.2994472838589275,-0.5815287214291058,0.15903701335238343,23.81,Wednesday,0
SHIP1047,2026-01-14 17:00:00,Truck,Central,Clear,11.72,2.89,659.4,5.0,0.3565508628519527,0.389218009478673,0.8226690620969226,-0.7630418043324723,-0.5648420411632769,1.5507138885306624,56.26,Wednesday,0
SHIP1048,2026-01-15 00:00:00,Truck,South,Rain,25.21,3.19,469.88,3.0,0.6628633060853768,0.4366113744075829,0.5051991724877296,0.8844269082769508,-0.3145418371758426,0.028519617255846022,18.64,Thursday,0
SHIP1049,2026-01-15 07:00:00,Van,South,Clear,16.89,2.62,404.03,4.0,0.47394414168937327,0.34656398104265407,0.39489212188217154,-0.13165461054516928,-0.790112224751968,-0.5003770309261226,23.92,Thursday,0
SHIP1050,2026-01-15 14:00:00,Mini-Truck,East,Clear,15.09,2.53,503.95,2.0,0.4330722070844686,0.33234597156398105,0.5622707171214634,-0.3514799391364934,-0.8652022859481985,0.30216439787178623,33.4,Thursday,0
SHIP1051,2026-01-15 21:00:00,Bike,North,Storm,24.02,4.62,473.82,5.0,0.6358424159854676,0.662519747235387,0.5117991691374775,0.7390979410415753,0.8785558018309284,0.06016506590940646,19.73,Thursday,1
SHIP1052,2026-01-16 04:00:00,Mini-Truck,Central,Clear,15.44,4.76,261.48,4.0,0.44101952770208896,0.6846366508688783,0.15610290299345025,-0.308736125243736,0.9953625636917308,-1.6453157886837473,16.94,Friday,1
SHIP1053,2026-01-16 11:00:00,Mini-Truck,North,Clear,25.59,1.84,448.12,4.0,0.6714918256130789,0.22334123222748825,0.4687484295693251,0.9308344776462302,-1.4408927551192974,-0.1462532159171172,17.51,Friday,0
SHIP1054,2026-01-16 18:00:00,Truck,North,Rain,25.84,0.42624999999999913,437.91,2.0,0.6771684831970934,0.0,0.45164539256579056,0.9613657732839141,-2.620432466410083,-0.22825829986454146,16.95,Friday,0
SHIP1055,2026-01-17 01:00:00,Mini-Truck,East,Clear,7.32,4.78,384.74,5.0,0.256641689373297,0.6877962085308057,0.36257894031525867,-1.3003926075557088,1.0120492439575601,-0.6553112198924119,52.56,Saturday,1
SHIP1056,2026-01-17 08:00:00,Van,Central,Fog,26.87,2.03,574.27,4.0,0.7005563124432334,0.25335703001579785,0.6800655811849841,1.087154711311172,-1.2823692925939225,0.8669633697800022,21.37,Saturday,0
SHIP1057,2026-01-17 15:00:00,Van,Central,Clear,6.3,3.76,355.72,4.0,0.2334809264305177,0.5266587677725117,0.3139667822503644,-1.424960293757459,0.1610285504002827,-0.8883952097214282,56.46,Saturday,1
SHIP1058,2026-01-17 22:00:00,Van,West,Fog,27.37,1.62,504.67,1.0,0.7119096276112624,0.1885860979462876,0.5634768078797929,1.1482173025865396,-1.6244462380434161,0.307947322498833,18.44,Saturday,0
SHIP1059,2026-01-18 05:00:00,Van,North,Rain,34.23,5.06,432.26,3.0,0.867677111716621,0.7320300157977881,0.4421809303650099,1.9859960548845854,1.2456627676791652,-0.27363819450733784,12.63,Sunday,1
SHIP1060,2026-01-18 12:00:00,Truck,North,Rain,25.0,6.55,462.92,1.0,0.6580949137148046,0.9674170616113742,0.4935402951572106,0.8587806199412963,2.488820447483423,-0.027381987472270754,18.52,Sunday,1
SHIP1061,2026-01-18 19:00:00,Van,South,Fog,0.74,3.72,499.41,5.0,0.10723206176203454,0.5203396524486572,0.5546656448397742,-2.1039763087395493,0.12765518986862512,0.2656998453623539,674.88,Sunday,1
SHIP1062,2026-01-19 02:00:00,Bike,West,Clear,26.51,3.39,293.09,5.0,0.6923819255222524,0.4682069510268563,0.20905363753622452,1.0431896455929073,-0.14767503451755284,-1.3914293338768833,11.06,Monday,0
SHIP1063,2026-01-19 09:00:00,Truck,South,Storm,35.97,3.11,473.0,5.0,0.9071866485013622,0.4239731437598736,0.5104255657738244,2.1984938725228655,-0.3812885582391585,0.05357895730638124,13.15,Monday,0
SHIP1064,2026-01-19 16:00:00,Van,South,Clear,15.58,4.44,724.67,3.0,0.4441984559491371,0.634083728278041,0.9320045395916041,-0.29163859968663297,0.7283756794384679,2.074952069651954,46.51,Monday,1
SHIP1065,2026-01-19 23:00:00,Truck,South,Clear,17.72,4.18,263.19,5.0,0.4927906448683015,0.5930094786729857,0.15896736854448296,-0.030290709028058943,0.5114488359826909,-1.6315813426945118,14.85,Monday,1
SHIP1066,2026-01-20 06:00:00,Van,East,Clear,8.49,4.7,443.09,4.0,0.283208446866485,0.6751579778830963,0.46032254552155044,-1.1575061439713483,0.9453025228942442,-0.18665336990884565,52.19,Tuesday,1
SHIP1067,2026-01-20 13:00:00,Bike,East,Clear,20.5,2.75,584.79,2.0,0.5559150772025431,0.3671011058451817,0.6976879072650215,0.3092172984629861,-0.6816488030240797,0.9514583240529604,28.53,Tuesday,0
SHIP1068,2026-01-20 20:00:00,Van,South,Clear,28.15,3.91,486.19,1.0,0.7296207992733876,0.5503554502369669,0.5325204784160007,1.243474944976113,0.2861786523940002,0.15951892373797066,17.27,Tuesday,1
SHIP1069,2026-01-21 03:00:00,Mini-Truck,West,Fog,23.58,2.85,532.56,3.0,0.625851498637602,0.38289889415481837,0.6101960735045311,0.6853628607192515,-0.5982154016949348,0.5319553333992896,22.59,Wednesday,0
SHIP1070,2026-01-21 10:00:00,Bike,North,Fog,40.057500000000005,2.23,168.29125000000002,5.0,0.9999999999999999,0.28495260663507116,0.0,2.697680556198998,-1.1155024899356327,-2.3937928960985904,4.2,Wednesday,0
SHIP1071,2026-01-21 17:00:00,Van,West,Storm,18.26,3.45,521.79,5.0,0.5050522252497729,0.47768562401263825,0.5921549659111847,0.0356568895493386,-0.0976149937200659,0.4454524191863846,28.58,Wednesday,0
SHIP1072,2026-01-22 00:00:00,Van,Central,Clear,4.95,2.39,358.6,2.0,0.20282697547683926,0.3102290679304898,0.31879114528368263,-1.5898292902009523,-0.982009047809001,-0.8652635112132419,72.44,Thursday,0
SHIP1073,2026-01-22 07:00:00,Bike,East,Rain,19.37,4.91,487.19,2.0,0.5302565849227974,0.7083333333333333,0.5341956044692362,0.17121584218065503,1.1205126656854483,0.16755076349775758,25.15,Thursday,1
SHIP1074,2026-01-22 14:00:00,Bike,North,Clear,-1.33,2.47,446.47,3.0,0.060229336966394216,0.3228672985781991,0.46598447158148654,-2.3567754366195715,-0.9152623267456851,-0.15950575152076543,-335.69,Thursday,0
SHIP1075,2026-01-22 21:00:00,Bike,North,Clear,13.74,3.94,723.4,1.0,0.4024182561307902,0.5550947867298578,0.9298771295039951,-0.5163489355799864,0.3112086727927435,2.0647516331570253,52.65,Thursday,1
SHIP1076,2026-01-23 04:00:00,Bike,Central,Clear,31.0,2.78,515.6,5.0,0.7943346957311533,0.3718404423380727,0.581785935641657,1.5915317152457098,-0.6566187826253365,0.3957353310733041,16.63,Friday,0
SHIP1077,2026-01-23 11:00:00,Van,Central,Clear,20.6,3.83,436.49,3.0,0.5581857402361489,0.5377172195892574,0.44926671357019615,0.32142981671805987,0.2194319313306843,-0.23966351232343902,21.19,Friday,1
SHIP1078,2026-01-23 18:00:00,Truck,South,Rain,19.44,2.87,268.84,4.0,0.5318460490463215,0.3860584518167457,0.16843183074526352,0.17976460495920657,-0.5815287214291058,-1.586201448051716,13.83,Friday,0
SHIP1079,2026-01-24 01:00:00,Van,East,Clear,32.57,1.99,464.54,3.0,0.8299841053587647,0.2470379146919432,0.4962539993634521,1.7832682518503646,-1.3157426531255803,-0.014370407061415912,14.26,Saturday,0
SHIP1080,2026-01-24 08:00:00,Mini-Truck,East,Clear,15.84,4.08,548.79,3.0,0.45010217983651224,0.5772116903633491,0.6373833693485433,-0.25988605222344174,0.42801543465354636,0.6623120927006314,34.65,Saturday,1
SHIP1081,2026-01-24 15:00:00,Bike,West,Clear,28.09,3.22,440.33,5.0,0.7282584014532242,0.44135071090047395,0.45569919761462047,1.2361474340230691,-0.289511816777099,-0.20882124764585747,15.68,Saturday,0
SHIP1082,2026-01-24 22:00:00,Van,South,Clear,19.03,3.84,389.32,3.0,0.5225363306085377,0.5392969984202212,0.37025101763907736,0.12969328011340495,0.2277752714635986,-0.618525393792588,20.46,Saturday,1
SHIP1083,2026-01-25 05:00:00,Van,South,Clear,21.04,2.99,381.29,5.0,0.5681766575840145,0.4050157977883097,0.3567997554315962,0.37516489704038325,-0.481408639834132,-0.6830210670636767,18.12,Sunday,0
SHIP1084,2026-01-25 12:00:00,Van,South,Storm,8.26,1.91,514.22,2.0,0.27798592188919163,0.2343996840442339,0.579474261688192,-1.1855949359580173,-1.3824893741888962,0.38465139220479816,62.25,Sunday,0
SHIP1085,2026-01-25 19:00:00,Van,South,Clear,14.14,4.8,541.13,3.0,0.41150090826521346,0.6909557661927329,0.6245519037807594,-0.46749886255969214,1.0287359242233889,0.6007882001406638,38.27,Sunday,1
SHIP1086,2026-01-26 02:00:00,Bike,East,Clear,6.82,4.38,613.35,5.0,0.24528837420526794,0.624605055292259,0.7455295073454278,-1.3614551988310766,0.6783156386409807,1.1808476675924753,89.93,Monday,1
SHIP1087,2026-01-26 09:00:00,Bike,East,Clear,17.24,2.82,330.6,3.0,0.48189146230699353,0.3781595576619273,0.27188761579308846,-0.08891079665241207,-0.6232454220936785,-1.0901550244872755,19.18,Monday,0
SHIP1088,2026-01-26 16:00:00,Mini-Truck,South,Fog,21.12,3.58,513.12,3.0,0.5699931880108992,0.4982227488151658,0.577631623029633,0.3849349116444423,0.010848428007822262,0.3758163684690324,24.3,Monday,1
SHIP1089,2026-01-26 23:00:00,Truck,West,Storm,9.12,4.75,435.4,5.0,0.2975136239782016,0.6830568720379147,0.44744082617216935,-1.080567278964385,0.9870192235588165,-0.24841821766160702,47.74,Monday,1
SHIP1090,2026-01-27 06:00:00,Van,North,Rain,34.39,2.95,438.93,3.0,0.8713101725703905,0.398696682464455,0.45335402114009077,2.0055360840927032,-0.51478200036579,-0.22006582330955896,12.76,Tuesday,0
SHIP1091,2026-01-27 13:00:00,Bike,North,Rain,20.22,3.14,498.22,1.0,0.5495572207084468,0.42871248025276465,0.5526722448364239,0.27502224734878,-0.3562585378404149,0.2561419560482075,24.64,Tuesday,0
SHIP1092,2026-01-27 20:00:00,Bike,West,Clear,18.46,3.79,498.92,3.0,0.5095935513169845,0.5313981042654028,0.5538448330736887,0.06008192605948563,0.18605857079902635,0.26176424388005826,27.03,Tuesday,1
SHIP1093,2026-01-28 03:00:00,Truck,South,Clear,24.16,2.95,513.45,4.0,0.6390213442325158,0.398696682464455,0.5781844146272008,0.7561954665986784,-0.51478200036579,0.3784668755897624,21.25,Wednesday,0
SHIP1094,2026-01-28 10:00:00,Bike,East,Storm,11.37,4.53,765.26125,3.0,0.34860354223433243,0.6483017377567141,1.0,-0.8057856182252299,0.8034657406346981,2.4009744853014054,67.31,Wednesday,1
SHIP1095,2026-01-28 17:00:00,Truck,North,Rain,19.31,3.3,360.02,3.0,0.5288941871026339,0.45398894154818326,0.3211698242792769,0.16388833122761062,-0.22276509571378342,-0.8538582987543448,18.64,Wednesday,0
SHIP1096,2026-01-29 00:00:00,Truck,Central,Rain,12.27,2.56,628.3,5.0,0.36903950953678466,0.3370853080568721,0.7705726418412984,-0.6958729539295678,-0.8401722655494549,1.300923672001289,51.21,Thursday,0
SHIP1097,2026-01-29 07:00:00,Truck,Central,Rain,30.47,4.23,423.53,3.0,0.7823001816530425,0.6009083728278041,0.427557079920264,1.5268053684938196,0.5531655366472639,-0.3437561556102778,13.9,Thursday,1
SHIP1098,2026-01-29 14:00:00,Van,West,Rain,9.53,2.13,486.72,3.0,0.3068233424159854,0.2691548183254345,0.5334082952242156,-1.0304959541185834,-1.1989358912647776,0.16377579881065796,51.07,Thursday,0
SHIP1099,2026-01-29 21:00:00,Van,South,Rain,18.51,5.92,576.56,4.0,0.5107288828337875,0.8678909952606634,0.6839016198468935,0.06618818518702249,1.9631900191098108,0.885356282829914,31.15,Thursday,1
SHIP1100,2026-01-30 04:00:00,Van,North,Storm,20.63,5.4,505.61,5.0,0.5588669391462306,0.7857424960505529,0.5650514263698343,0.3250935721945816,1.529336332198258,0.31549725187303274,24.51,Friday,1
SHIP1101,2026-01-30 11:00:00,Bike,South,Fog,21.16,4.12,515.58,3.0,0.5709014532243414,0.5835308056872037,0.5817524331205923,0.3898199189464716,0.46138879518520426,0.3955746942781085,24.37,Friday,1
SHIP1102,2026-01-30 18:00:00,Van,North,Rain,13.35,4.02,557.35,2.0,0.39356267029972747,0.567733017377567,0.6517224483642394,-0.5639777567747734,0.37795539385605903,0.7310646410444078,41.75,Friday,1
SHIP1103,2026-01-31 01:00:00,Truck,West,Rain,10.84,3.96,196.0,1.0,0.3365690281562216,0.5582543443917851,0.04641564902758932,-0.8705119649771197,0.3278953530585725,-2.1712406561545947,18.08,Saturday,1
SHIP1104,2026-01-31 08:00:00,Mini-Truck,West,Clear,13.47,3.57,391.21,4.0,0.3962874659400545,0.4966429699842022,0.37341700587969234,-0.549322734868685,0.002505087874907589,-0.6033452166465909,29.04,Saturday,0
SHIP1105,2026-01-31 15:00:00,Van,Central,Rain,22.23,3.86,506.23,3.0,0.5951975476839236,0.5424565560821485,0.5660900045228403,0.5204938642757587,0.24446195172942758,0.3204769925241006,22.77,Saturday,1
SHIP1106,2026-01-31 22:00:00,Truck,South,Clear,16.85,2.39,616.52,2.0,0.4730358764759309,0.3102290679304898,0.7508396569341842,-0.1365396178471986,-0.982009047809001,1.2063085996309995,36.59,Saturday,0
SHIP1107,2026-02-01 05:00:00,Bike,Central,Clear,24.37,4.1,457.93,3.0,0.643789736603088,0.5803712480252764,0.48518141615156535,0.7818417549343329,0.44470211491937495,-0.06746086787360754,18.79,Sunday,1
SHIP1108,2026-02-01 12:00:00,Van,South,Storm,21.82,4.54,348.63,3.0,0.5858878292461398,0.6498815165876777,0.3020901385329246,0.4704225394299571,0.8118090807676125,-0.9453409536183176,15.98,Sunday,1
SHIP1109,2026-02-01 19:00:00,Van,Central,Clear,-0.22,3.05,351.83,5.0,0.08543369663941873,0.41449447077409163,0.3074505419032782,-2.221216483988255,-0.43134859903664546,-0.9196390663869997,-1599.23,Sunday,0
SHIP1110,2026-02-02 02:00:00,Van,East,Clear,19.98,2.79,556.06,5.0,0.5441076294277929,0.37342022116903634,0.6495615357555655,0.24571220353660367,-0.6482754424924217,0.7207035677542821,27.83,Monday,0
SHIP1111,2026-02-02 09:00:00,Van,East,Clear,36.0,2.05,423.87,5.0,0.907867847411444,0.25651658767772517,0.42812662277836405,2.2021576279993877,-1.2656826123280935,-0.34102533009194996,11.77,Monday,0
SHIP1112,2026-02-02 16:00:00,Mini-Truck,East,Clear,28.6,5.25,449.14,3.0,0.7398387829246139,0.7620458135860978,0.4704570581436252,1.2984312771239446,1.4041862302045407,-0.1380607393621347,15.7,Monday,1
SHIP1113,2026-02-02 23:00:00,Bike,East,Rain,21.38,2.88,523.8,3.0,0.5758969118982742,0.3876382306477093,0.5955219692781881,0.41668745910763333,-0.5731853812961916,0.46159641710355626,24.5,Monday,0
SHIP1114,2026-02-03 06:00:00,Bike,North,Clear,18.205,3.26,168.29125000000002,1.0,0.5038033605812896,0.4476698262243286,0.0,0.028940004509047747,-0.2561384562454414,-2.3937928960985904,9.24,Tuesday,0
SHIP1115,2026-02-03 13:00:00,Mini-Truck,East,Clear,21.82,3.86,690.04,4.0,0.5858878292461398,0.5424565560821485,0.8739949243680585,0.4704225394299571,0.24446195172942758,1.7968094587705334,31.62,Tuesday,1
SHIP1116,2026-02-03 20:00:00,Bike,West,Clear,23.92,3.84,362.27,5.0,0.6335717529518619,0.5392969984202212,0.3249388578990568,0.726885422786502,0.2277752714635986,-0.8357866592948242,15.15,Tuesday,1
SHIP1117,2026-02-04 03:00:00,Van,West,Rain,15.97,4.4,479.03,5.0,0.4530540417801998,0.6277646129541864,0.5205265758748345,-0.244009778491846,0.69500231890681,0.10201095105789613,30.0,Wednesday,1
SHIP1118,2026-02-04 10:00:00,Mini-Truck,North,Rain,20.53,3.04,245.44,3.0,0.5565962761126249,0.41291469194312796,0.1292338810995527,0.3128810539395083,-0.43969193916955973,-1.7741464984307296,11.96,Wednesday,0
SHIP1119,2026-02-04 17:00:00,Truck,East,Clear,30.08,2.13,399.3,3.0,0.7734445958219799,0.2691548183254345,0.38696877565036764,1.4791765472990328,-1.1989358912647776,-0.5383676329899144,13.27,Wednesday,0
SHIP1120,2026-02-05 00:00:00,Bike,East,Clear,11.14,1.92,599.36,2.0,0.34338101725703907,0.23597946287519755,0.722094493860663,-0.8338744102118989,-1.3741460340559817,1.0684822293530563,53.8,Thursday,0
SHIP1121,2026-02-05 07:00:00,Mini-Truck,East,Clear,9.53,2.8,220.06,2.0,0.3068233424159854,0.375,0.08671918186843558,-1.0304959541185834,-0.6399321023595075,-1.9779945915341215,23.09,Thursday,0
